review_id,stars,date,title,text,source,product,version,vote_count,place_name,address,city,state,latitude,longitude,google_rating,total_reviews_at_location
13901277098,1,2026-03-29,Horrible,Considering I the first thing I open is a foreign language and me personally speak English there should be an option for another language considering most of the people language would speak English,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13834213636,5,2026-03-10,quiero mi página en español,x favor,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13821192787,1,2026-03-06,Ts goofy asl,why ts not in english .,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13778627705,1,2026-02-22,Language,I don't speak this language and I can't read anything on this stupid app YOU CANT EVEN CHANGE THE LANGUAGE THIS IS Unfortunately THE WORST APP EVER DONT DOWNLOAD JUST GO TO THE STORE,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13778626777,1,2026-02-22,I CANT THIS LANGUAGE EVEN WITH AI,this app seriously sucks just go on safari,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13757510763,1,2026-02-16,Don’t waste your time,as soon as you download the app it’s all in a different language it kinda of makes me feel like it’s some fake app cus juts the set up of it is weird,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13734614292,1,2026-02-10,Why is it only in Korean???,There should be an option for languages!!!,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13724176777,1,2026-02-07,TERRIBLE,I can’t even read it it’s literally in Korean I’m uninstalling this app,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13706602804,1,2026-02-02,Language choice,Why is this app in Korean?  I have no clue what I’m doing. Please take into consideration us US citizens that only speak & read our own language!,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13690566625,1,2026-01-29,Words,Why is the words not in English i can’t understand nothing y’all saying,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13668261209,1,2026-01-23,Language,It wouldn’t let me switch my language to English it was stuck is Chinese or something it was really annoying so I am going this a one star.,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13661618919,1,2026-01-21,Why is there only one for KR but not US??,I feel like there should be one for us too,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
13657430439,1,2026-01-20,Can’t order what I can’t read,Where’s the ENGLISH SITE,app_store,Pandora Jewelry,1.0.30201,0,,,,,,,,
